Date,Close,Open,High,Low,Change
8/26/2020,385.96,383.16,392.61,377.63,increase
8/25/2020,383.2,407.64,409.02,370.4,decrease
8/24/2020,407.7,390.81,410.17,387.62,increase
8/23/2020,390.5,395.56,396.96,383.42,decrease
8/22/2020,395.56,388.06,396.87,379.96,increase
8/21/2020,387.99,416.05,418.72,385.21,decrease
8/20/2020,416.05,407.39,418.92,402.8,increase
8/19/2020,407.44,422.1,426.65,394.51,decrease
8/18/2020,422.16,430.63,433.65,415.45,decrease
8/17/2020,430.56,433.62,444.86,420.71,decrease
8/16/2020,433.63,432.22,436.58,413.22,increase
8/15/2020,432.18,438.04,442.7,428.75,decrease
8/14/2020,438.03,424.28,443.74,418.37,increase
8/13/2020,424.31,387.15,430.33,377.57,increase
8/12/2020,387.12,379.03,389.21,367.05,increase
8/11/2020,379.01,395.52,398.13,367.38,decrease
8/10/2020,395.53,390.22,399.05,386.45,increase
8/9/2020,390.23,396.78,399.93,384.31,decrease
8/8/2020,396.76,379.57,396.77,376.38,increase
8/7/2020,379.57,394.8,398.14,366.44,decrease
8/6/2020,394.83,400.8,403.18,391.67,decrease
8/5/2020,400.79,389.62,406.92,384.84,increase
8/4/2020,389.62,385.86,402.01,381.3,increase
8/3/2020,385.8,372.26,397.73,368.46,increase
8/2/2020,372.08,387.15,415.08,335.76,decrease
8/1/2020,387.14,346.48,392.37,343.33,increase
7/31/2020,346.51,334.84,349.34,329.02,increase
7/30/2020,334.87,317.79,341.11,314.83,increase
7/29/2020,317.82,316.95,324.93,312.64,increase
7/28/2020,316.96,321.82,326.53,306.4,decrease
7/27/2020,321.8,311.12,332.57,311.04,increase
7/26/2020,311.13,305.32,318.54,300.33,increase
7/25/2020,305.32,279.33,308.57,279.33,increase
7/24/2020,279.33,275.33,287.01,268.54,increase
7/23/2020,275.34,263.29,279.53,260.7,increase
7/22/2020,263.28,245.54,266.42,241.89,increase
7/21/2020,245.53,236.1,246.49,235.67,increase
7/20/2020,236.1,239.03,239.71,234.51,decrease
7/19/2020,239.01,235.72,239.7,233.35,increase
7/18/2020,235.75,232.77,236.83,232.4,increase
7/17/2020,232.75,233.65,234.53,231.84,decrease
7/16/2020,233.65,238.62,239.47,230.44,decrease
7/15/2020,238.62,240.49,241.36,237.04,decrease
7/14/2020,240.5,239.75,242.08,237.21,increase
7/13/2020,239.73,242.84,245.04,237.71,decrease
7/12/2020,242.75,239.2,243.79,236.91,increase
7/11/2020,239.2,241.21,241.64,237.76,decrease
7/10/2020,241.26,242.01,242.17,236.19,decrease
7/9/2020,242.02,246.93,247.63,238.28,decrease
7/8/2020,246.99,239.26,248.76,238,increase
7/7/2020,239.25,241.56,243.43,234.92,decrease
7/6/2020,241.56,227.95,241.64,227.1,increase
7/5/2020,227.98,229.09,229.8,223.79,decrease
7/4/2020,229.15,225.09,230.4,224.8,increase
7/3/2020,225.12,226.42,228.14,224.77,decrease
7/2/2020,226.42,230.96,232.04,223.53,decrease
7/1/2020,230.95,225.61,232.47,224.33,increase
6/30/2020,225.63,227.88,228.57,223.23,decrease
6/29/2020,227.87,225.09,229.83,221.6,increase
6/28/2020,225.09,221.07,227.74,218.46,increase
6/27/2020,221.06,229.72,231.3,217.11,decrease
6/26/2020,229.67,232.57,233.5,228.16,decrease
6/25/2020,232.56,234.75,235.29,227.99,decrease
6/24/2020,234.75,243.2,249.23,231.56,decrease
6/23/2020,243.2,243.24,244.77,240.94,decrease
6/22/2020,243.25,228.11,246.39,227.69,increase
6/21/2020,228.13,228.87,231.18,227.38,decrease
6/20/2020,228.86,229.11,230.96,226.28,decrease
6/19/2020,229.11,231.34,231.94,226.97,decrease
6/18/2020,231.34,233.85,234.69,228.13,decrease
6/17/2020,233.88,235.37,236.55,228.63,decrease
6/16/2020,235.36,230.92,235.95,228.99,increase
6/15/2020,230.93,231.99,233.34,219.06,decrease
6/14/2020,232.02,238.23,238.48,230.52,decrease
6/13/2020,238.22,237.55,238.61,234.86,increase
6/12/2020,237.54,230.72,239.23,228.62,increase
6/11/2020,230.71,247.79,249.77,227.01,decrease
6/10/2020,247.78,243.82,249.51,242.54,increase
6/9/2020,243.82,246.19,249.45,240.18,decrease
6/8/2020,246.18,244.56,247.11,241.3,increase
6/7/2020,244.56,242,244.94,235.44,increase
6/6/2020,242,240.27,244.43,238.38,increase
6/5/2020,240.23,243.37,247.5,239.7,decrease
6/4/2020,243.37,244.53,246.41,236.68,decrease
6/3/2020,244.52,237.9,244.76,233.84,increase
6/2/2020,237.94,248.01,253.21,227.95,decrease
6/1/2020,247.97,231.8,249.81,230.85,increase
5/31/2020,231.81,243.63,245.33,230.31,decrease
5/30/2020,243.63,220.66,246.55,218.86,increase
5/29/2020,220.66,220.14,224.52,217.84,increase
5/28/2020,220.18,208.2,220.33,204.79,increase
5/27/2020,208.18,200.99,208.18,200.85,increase
5/26/2020,201,204.13,204.9,197.3,decrease
5/25/2020,204.13,199.99,205.52,198.57,increase
5/24/2020,199.97,206.65,210.4,199.97,decrease
5/23/2020,206.62,207.35,211.03,204.97,decrease
5/22/2020,207.35,198.75,209.04,196.68,increase
5/21/2020,198.75,210,211.58,192.11,decrease
5/20/2020,209.99,214.52,215.28,207.03,decrease
5/19/2020,214.51,214.88,215.75,209.79,decrease
5/18/2020,214.87,207,217,207,increase
5/17/2020,207,200.51,209.79,199.77,increase
5/16/2020,200.51,194.85,203.12,193.48,increase
5/15/2020,194.85,203.29,204.02,192.61,decrease
5/14/2020,203.3,199.58,205.82,196.21,increase
5/13/2020,199.58,189.82,200.82,188.59,increase
5/12/2020,189.84,185.82,192.04,185.68,increase
5/11/2020,185.96,187.77,193.26,177.43,decrease
5/10/2020,187.78,210.19,210.19,180.7,decrease
5/9/2020,210.22,211.47,214.5,208.83,decrease
5/8/2020,211.45,212,216.44,207.25,decrease
5/7/2020,212,199.05,214,197.36,increase
5/6/2020,199.04,205.36,210.62,198.79,decrease
5/5/2020,205.36,206.59,211.33,201.75,decrease
5/4/2020,206.61,209.85,210.63,195.25,decrease
5/3/2020,209.83,213.96,218.74,205.5,decrease
5/2/2020,213.96,212,215.15,210.51,increase
5/1/2020,212,206.23,216.99,206.06,increase
4/30/2020,206.22,215.42,227.05,202.59,decrease
4/29/2020,215.4,196.55,218.32,196.45,increase
4/28/2020,196.55,196.13,197.51,192.47,increase
4/27/2020,196.14,197.35,198.8,190.87,decrease
4/26/2020,197.35,194.01,199.3,192.52,increase
4/25/2020,194.01,187.57,197.35,186.03,increase
4/24/2020,187.58,185.48,189.33,185.19,increase
4/23/2020,185.46,182.72,192.4,178.54,increase
4/22/2020,182.72,170.79,183.71,169.93,increase
4/21/2020,170.79,170.37,174.48,168.31,increase
4/20/2020,170.4,180.12,186.24,167.51,decrease
4/19/2020,180.13,187.47,188.23,177.24,decrease
4/18/2020,187.45,170.63,189.22,170.61,increase
4/17/2020,170.63,172.32,174.52,168.55,decrease
4/16/2020,172.31,152.9,174.28,148.91,increase
4/15/2020,152.9,158.43,161.06,152.44,decrease
4/14/2020,158.45,156.36,161.57,155.52,increase
4/13/2020,156.38,158.76,158.85,150.6,decrease
4/12/2020,158.73,158.18,164.75,155.17,increase
4/11/2020,158.18,157.85,161.37,154.01,increase
4/10/2020,157.86,169.67,170.1,152.52,decrease
4/9/2020,169.68,173.01,173.2,165.91,decrease
4/8/2020,173,164.71,174.23,163.73,increase
4/7/2020,164.71,171.07,175.78,162.75,decrease
4/6/2020,171.06,142.58,171.24,142.55,increase
4/5/2020,142.58,144.03,145.26,140.84,decrease
4/4/2020,144.01,141.13,145.71,139.36,increase
4/3/2020,141.14,141.29,146.46,138.01,decrease
4/2/2020,141.3,135.65,148.91,135.26,increase
4/1/2020,135.66,132.88,136.56,128.93,increase
3/31/2020,132.86,132.15,135.14,130.54,increase
3/30/2020,132.15,125.24,134.72,125.02,increase
3/29/2020,125.24,131.02,131.74,124.84,decrease
3/28/2020,131.03,131.74,132.68,125.48,decrease
3/27/2020,131.74,138.38,140.99,131.09,decrease
3/26/2020,138.38,136.08,139.22,133.69,increase
3/25/2020,136.07,138.59,141.88,133.06,decrease
3/24/2020,138.62,136,142.9,132.67,increase
3/23/2020,136.02,122.46,136.93,120.2,increase
3/22/2020,122.41,132.59,136.86,121.37,decrease
3/21/2020,132.58,133.32,137.33,126.01,decrease
3/20/2020,133.32,135.43,151.85,118.07,decrease
3/19/2020,135.43,117.76,141.05,115.59,increase
3/18/2020,117.77,115.95,117.91,110.16,increase
3/17/2020,116.06,111.06,120.6,109.67,increase
3/16/2020,111.02,124.35,124.38,102.44,decrease
3/15/2020,124.35,122.67,132.13,120.93,increase
3/14/2020,122.69,134.02,134.58,121.27,decrease
3/13/2020,133.99,107.87,138.86,88.5,increase
3/12/2020,107.9,194.57,195.4,102.83,decrease
3/11/2020,194.58,200.61,202.96,182.15,decrease
3/10/2020,200.56,202.88,205.62,196.17,decrease
3/9/2020,202.85,199.21,208.23,190.73,increase
3/8/2020,199.16,237.3,237.3,196.71,decrease
3/7/2020,237.32,244.87,251.55,236.87,decrease
3/6/2020,244.9,228.46,244.98,227.71,increase
3/5/2020,228.45,224.36,233.96,224.34,increase
3/4/2020,224.38,223.94,228.66,220.74,increase
3/3/2020,223.94,231.9,232.37,220.34,decrease
3/2/2020,231.87,217.96,234.24,216.23,increase
3/1/2020,217.99,217.51,227.44,213,increase
2/29/2020,217.52,226.94,232.87,217.43,decrease
2/28/2020,226.93,227.6,234.55,214.47,decrease
2/27/2020,227.53,224.3,238.07,210.36,increase
2/26/2020,224.3,246.97,250.05,216.39,decrease
2/25/2020,246.96,265.63,266.17,245.75,decrease
2/24/2020,265.65,274.72,276.81,258.15,decrease
2/23/2020,274.72,261.65,275.3,261.24,increase
2/22/2020,261.64,265.14,266.71,256.97,decrease
2/21/2020,265.11,257.32,267.8,254.15,increase
2/20/2020,257.39,259.07,264.22,246.46,decrease
2/19/2020,259.12,282.33,285.75,253.88,decrease
2/18/2020,282.26,267.71,285.59,259.3,increase
2/17/2020,267.63,259.92,268.45,242.11,increase
2/16/2020,259.99,264.87,273.81,237.89,decrease
2/15/2020,264.87,285.17,287.93,262.45,decrease
2/14/2020,285.25,268.71,286.34,260.78,increase
2/13/2020,268.75,265.59,277.39,257.09,increase
2/12/2020,265.58,236.75,274.89,236.73,increase
2/11/2020,236.76,222.94,238.61,218.22,increase
2/10/2020,222.95,228.61,229.28,217.02,decrease
2/9/2020,228.59,223.23,230.38,223.07,increase
2/8/2020,223.23,223.47,227.55,213.75,decrease
2/7/2020,223.51,213.15,224.53,213.14,increase
2/6/2020,213.16,203.84,216.14,201.29,increase
2/5/2020,203.83,188.94,207.51,188.26,increase
2/4/2020,188.93,189.8,191.48,188.93,decrease
2/3/2020,189.79,188.48,194.92,187.16,increase
2/2/2020,188.5,183.58,193.25,179.49,increase
2/1/2020,183.64,179.88,184.17,179.36,increase
1/31/2020,179.91,184.6,185.67,175.46,decrease
1/30/2020,184.59,173.86,186.76,171.2,increase
1/29/2020,173.86,175.78,178.41,173.76,decrease
1/28/2020,175.74,170.27,176.06,170.27,increase
1/27/2020,170.27,167.91,171.97,165.45,increase
1/26/2020,167.9,160.4,168,159.55,increase
1/25/2020,160.44,162.56,162.72,157.87,decrease
1/24/2020,162.55,162.8,164.27,155.65,decrease
1/23/2020,162.8,168.15,168.25,159.78,decrease
1/22/2020,168.13,169.41,171.27,166.19,decrease
1/21/2020,169.41,166.87,169.79,165.53,increase
1/20/2020,166.87,166.92,169.24,161.61,decrease
1/19/2020,166.92,174.17,177.77,162.04,decrease
1/18/2020,174.19,170.18,179.29,165.34,increase
1/17/2020,170.22,164.39,173.96,162.33,increase
1/16/2020,164.36,166.44,167.18,159.08,decrease
1/15/2020,166.45,166.07,166.45,159.74,increase
1/14/2020,166.07,143.59,169.73,143.59,increase
1/13/2020,143.6,146.5,146.87,142.64,decrease
1/12/2020,146.46,142.65,146.46,142,increase
1/11/2020,142.67,144.81,147.68,142.23,decrease
1/10/2020,144.81,137.93,144.86,135.69,increase
1/9/2020,137.92,140.8,141.6,135.85,decrease
1/8/2020,140.81,143.01,147.55,137.61,decrease
1/7/2020,143.04,144.09,145.13,139.22,decrease
1/6/2020,144.08,135.59,144.27,135.17,increase
1/5/2020,135.59,134.32,138.33,134.32,increase
1/4/2020,134.33,134.3,135.57,132.76,increase
1/3/2020,134.27,127.19,134.86,126.05,increase
1/2/2020,127.19,130.75,130.77,126.74,decrease
1/1/2020,130.75,129.21,132.97,128.81,increase
12/31/2019,129.21,131.87,133.53,128.27,decrease
12/30/2019,131.83,134.4,136.16,130.91,decrease
12/29/2019,134.4,128.35,137.74,127.67,increase
12/28/2019,128.35,126.4,129.73,125.98,increase
12/27/2019,126.41,125.92,127.04,123.18,increase
12/26/2019,125.93,125.24,132.12,124.53,increase
12/25/2019,125.24,128.05,128.17,124.18,decrease
12/24/2019,128.05,128.07,129.77,127.07,decrease
12/23/2019,128.08,132.2,134.92,126.55,decrease
12/22/2019,132.19,127.61,133.04,127.09,increase
12/21/2019,127.61,128.69,128.79,126.85,decrease
12/20/2019,128.7,128.42,129.66,126.31,increase
12/19/2019,128.42,132.93,133.9,126.12,decrease
12/18/2019,132.92,122.06,133.93,117.14,increase
12/17/2019,122.06,132.78,132.96,120.63,decrease
12/16/2019,132.78,142.55,142.75,131,decrease
